id,Resistance,Comfort,LWL,BWL
9000,4366.6379,0.3295,10.8935,2.5203,-2223.3621000000003
9001,4364.071,0.3294,10.8947,2.5204,-2223.929000000001
9002,4364.071,0.3294,10.8947,2.5204,-2223.929000000001
9003,4396.8498,0.3298,10.8789,2.5204,-2199.1502
9004,4396.8498,0.3298,10.8789,2.5204,-2199.1502
9005,4423.2177,0.33,10.8663,2.5204,-2176.7823
9006,4423.2177,0.33,10.8663,2.5204,-2176.7823
9007,4156.7315,0.3273,10.9979,2.5204,-2389.2685
9008,4156.7315,0.3273,10.9979,2.5204,-2389.2685
9009,4412.8725,0.3299,10.8712,2.5203,-2185.1275000000005
9010,4412.8725,0.3299,10.8712,2.5203,-2185.1275000000005
9011,4364.0067,0.3294,10.8947,2.5203,-2223.993300000001
9012,4364.0067,0.3294,10.8947,2.5203,-2223.993300000001
9013,4622.6409,0.332,10.7734,2.5203,-2017.3590999999997
9014,4622.6409,0.332,10.7734,2.5203,-2017.3590999999997
9015,4568.0411,0.3315,10.7984,2.5203,-2061.9588999999996
9016,4568.0411,0.3315,10.7984,2.5203,-2061.9588999999996
9017,4157.285,0.3273,10.9977,2.5204,-2388.715
9018,4157.285,0.3273,10.9977,2.5204,-2388.715
9019,4276.4727,0.3285,10.9376,2.5203,-2293.5272999999997
9020,4276.4727,0.3285,10.9376,2.5203,-2293.5272999999997
9021,4622.2269,0.3327,10.7734,2.5163,-2031.7731000000003
9022,4622.2269,0.3327,10.7734,2.5163,-2031.7731000000003
9023,4364.1358,0.3302,10.8945,2.5162,-2239.8642
9024,4364.1358,0.3302,10.8945,2.5162,-2239.8642
9025,4278.5297,0.3285,10.9366,2.5203,-2291.4703
9026,4278.5297,0.3285,10.9366,2.5203,-2291.4703
9027,4573.3921,0.3315,10.7959,2.5204,-2056.6079
9028,4573.3921,0.3315,10.7959,2.5204,-2056.6079
9029,4391.729,0.3297,10.8813,2.5203,-2202.2709999999997
9030,4391.729,0.3297,10.8813,2.5203,-2202.2709999999997
9031,5410.3233,0.4044,8.0018,2.5202,-2677.6767
9032,5410.3233,0.4044,8.0018,2.5202,-2677.6767
9033,4276.0923,0.3292,10.9376,2.5163,-2307.9076999999997
9034,4276.0923,0.3292,10.9376,2.5163,-2307.9076999999997
9035,4278.5675,0.3285,10.9366,2.5204,-2291.4325
9036,4278.5675,0.3285,10.9366,2.5204,-2291.4325
9037,4155.6598,0.328,10.9983,2.5162,-2404.3401999999996
9038,4155.6598,0.328,10.9983,2.5162,-2404.3401999999996
9039,4285.8069,0.3286,10.933,2.5203,-2286.1931000000004
9040,4285.8069,0.3286,10.933,2.5203,-2286.1931000000004
9041,4558.0177,0.3314,10.803,2.5203,-2069.9822999999988
9042,4558.0177,0.3314,10.803,2.5203,-2069.9822999999988
9043,4154.3365,0.3272,10.9992,2.5204,-2389.6634999999997
9044,4154.3365,0.3272,10.9992,2.5204,-2389.6634999999997
9045,4281.849,0.3286,10.935,2.5203,-2290.151
9046,4281.849,0.3286,10.935,2.5203,-2290.151
9047,4627.0652,0.3321,10.7714,2.5203,-2014.9348
9048,4627.0652,0.3321,10.7714,2.5203,-2014.9348
9049,4359.8625,0.3294,10.8967,2.5203,-2228.1375000000007
9050,4359.8625,0.3294,10.8967,2.5203,-2228.1375000000007
9051,5564.4453,0.4015,8.0946,2.5202,-2465.5547000000006
9052,5564.4453,0.4015,8.0946,2.5202,-2465.5547000000006
9053,4407.9629,0.3299,10.8735,2.5203,-2190.0371000000005
9054,4407.9629,0.3299,10.8735,2.5203,-2190.0371000000005
9055,4364.0081,0.3294,10.8947,2.5204,-2223.991900000001
9056,4364.0081,0.3294,10.8947,2.5204,-2223.991900000001
9057,4364.1345,0.3302,10.8945,2.5162,-2239.8655
9058,4364.1345,0.3302,10.8945,2.5162,-2239.8655
9059,4364.1398,0.3301,10.8945,2.5163,-2237.8602
9060,4364.1398,0.3301,10.8945,2.5163,-2237.8602
9061,4568.0369,0.3315,10.7984,2.5203,-2061.9631
9062,4568.0369,0.3315,10.7984,2.5203,-2061.9631
9063,4568.0411,0.3315,10.7984,2.5203,-2061.9588999999996
9064,4568.0411,0.3315,10.7984,2.5203,-2061.9588999999996
9065,4154.3365,0.3272,10.9992,2.5204,-2389.6634999999997
9066,4154.3365,0.3272,10.9992,2.5204,-2389.6634999999997
9067,4373.982,0.3295,10.8899,2.5204,-2216.018
9068,4373.982,0.3295,10.8899,2.5204,-2216.018
9069,4562.9076,0.3314,10.8007,2.5203,-2065.0923999999995
9070,4562.9076,0.3314,10.8007,2.5203,-2065.0923999999995
9071,4364.0067,0.3294,10.8947,2.5203,-2223.993300000001
9072,4364.0067,0.3294,10.8947,2.5203,-2223.993300000001
9073,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9074,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9075,4353.9004,0.3293,10.8996,2.5204,-2232.0995999999996
9076,4353.9004,0.3293,10.8996,2.5204,-2232.0995999999996
9077,4165.4288,0.3274,10.9935,2.5203,-2382.571200000001
9078,4165.4288,0.3274,10.9935,2.5203,-2382.571200000001
9079,5510.1424,0.4025,8.0604,2.5204,-2539.857600000001
9080,5510.1424,0.4025,8.0604,2.5204,-2539.857600000001
9081,4409.8474,0.3306,10.8725,2.5162,-2202.1526000000003
9082,4409.8474,0.3306,10.8725,2.5162,-2202.1526000000003
9083,4622.6409,0.332,10.7734,2.5203,-2017.3590999999997
9084,4622.6409,0.332,10.7734,2.5203,-2017.3590999999997
9085,4353.9004,0.3293,10.8996,2.5204,-2232.0995999999996
9086,4353.9004,0.3293,10.8996,2.5204,-2232.0995999999996
9087,4622.6438,0.332,10.7734,2.5204,-2017.3562000000002
9088,4622.6438,0.332,10.7734,2.5204,-2017.3562000000002
9089,4154.3338,0.3272,10.9992,2.5203,-2389.6661999999997
9090,4154.3338,0.3272,10.9992,2.5203,-2389.6661999999997
9091,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9092,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9093,4351.3996,0.3293,10.9009,2.5204,-2234.6004000000003
9094,4351.3996,0.3293,10.9009,2.5204,-2234.6004000000003
9095,4158.2597,0.3273,10.9972,2.5204,-2387.7403000000004
9096,4158.2597,0.3273,10.9972,2.5204,-2387.7403000000004
9097,4364.0114,0.3294,10.8947,2.5203,-2223.9886000000006
9098,4364.0114,0.3294,10.8947,2.5203,-2223.9886000000006
9099,4364.1312,0.3302,10.8945,2.5162,-2239.8688
9100,4364.1312,0.3302,10.8945,2.5162,-2239.8688
9101,5410.3231,0.4044,8.0018,2.5202,-2677.6769000000004
9102,5410.3231,0.4044,8.0018,2.5202,-2677.6769000000004
9103,4153.2261,0.3272,10.9997,2.5204,-2390.7739
9104,4153.2261,0.3272,10.9997,2.5204,-2390.7739
9105,5735.9142,0.3985,8.2161,2.5162,-2234.0858
9106,5735.9142,0.3985,8.2161,2.5162,-2234.0858
9107,4758.5245,0.3333,10.7126,2.5202,-1907.4754999999996
9108,4758.5245,0.3333,10.7126,2.5202,-1907.4754999999996
9109,4159.6389,0.3273,10.9965,2.5203,-2386.3611
9110,4159.6389,0.3273,10.9965,2.5203,-2386.3611
9111,4360.1741,0.3294,10.8966,2.5204,-2227.8259000000007
9112,4360.1741,0.3294,10.8966,2.5204,-2227.8259000000007
9113,4581.0889,0.3323,10.7922,2.5162,-2064.9111000000003
9114,4581.0889,0.3323,10.7922,2.5162,-2064.9111000000003
9115,4264.0105,0.3284,10.9438,2.5203,-2303.9895000000006
9116,4264.0105,0.3284,10.9438,2.5203,-2303.9895000000006
9117,4371.315,0.3295,10.8912,2.5203,-2218.6850000000004
9118,4371.315,0.3295,10.8912,2.5203,-2218.6850000000004
9119,4154.7409,0.3272,10.999,2.5204,-2389.2591
9120,4154.7409,0.3272,10.999,2.5204,-2389.2591
9121,4568.0411,0.3315,10.7984,2.5203,-2061.9588999999996
9122,4568.0411,0.3315,10.7984,2.5203,-2061.9588999999996
9123,4153.2258,0.3272,10.9997,2.5204,-2390.7742
9124,4153.2258,0.3272,10.9997,2.5204,-2390.7742
9125,4581.0889,0.3323,10.7922,2.5162,-2064.9111000000003
9126,4581.0889,0.3323,10.7922,2.5162,-2064.9111000000003
9127,4353.9004,0.3293,10.8996,2.5204,-2232.0995999999996
9128,4353.9004,0.3293,10.8996,2.5204,-2232.0995999999996
9129,4159.6389,0.3273,10.9965,2.5203,-2386.3611
9130,4159.6389,0.3273,10.9965,2.5203,-2386.3611
9131,4353.9004,0.3293,10.8996,2.5204,-2232.0995999999996
9132,4353.9004,0.3293,10.8996,2.5204,-2232.0995999999996
9133,4566.0239,0.3314,10.7993,2.5204,-2061.976099999999
9134,4566.0239,0.3314,10.7993,2.5204,-2061.976099999999
9135,4277.9549,0.3293,10.9367,2.5161,-2308.0451000000003
9136,4277.9549,0.3293,10.9367,2.5161,-2308.0451000000003
9137,4364.0067,0.3294,10.8947,2.5203,-2223.993300000001
9138,4364.0067,0.3294,10.8947,2.5203,-2223.993300000001
9139,4351.3996,0.3293,10.9009,2.5204,-2234.6004000000003
9140,4351.3996,0.3293,10.9009,2.5204,-2234.6004000000003
9141,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9142,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9143,4163.2772,0.3273,10.9946,2.5203,-2382.7227999999996
9144,4163.2772,0.3273,10.9946,2.5203,-2382.7227999999996
9145,4579.9704,0.3323,10.7927,2.5162,-2066.0296
9146,4579.9704,0.3323,10.7927,2.5162,-2066.0296
9147,4153.2258,0.3272,10.9997,2.5204,-2390.7742
9148,4153.2258,0.3272,10.9997,2.5204,-2390.7742
9149,5440.0273,0.4038,8.0187,2.5203,-2635.9727000000003
9150,5440.0273,0.4038,8.0187,2.5203,-2635.9727000000003
9151,4302.8042,0.3288,10.9246,2.5202,-2273.1958000000004
9152,4302.8042,0.3288,10.9246,2.5202,-2273.1958000000004
9153,4157.295,0.3273,10.9977,2.5203,-2388.705
9154,4157.295,0.3273,10.9977,2.5203,-2388.705
9155,4372.7235,0.3295,10.8905,2.5203,-2217.2765
9156,4372.7235,0.3295,10.8905,2.5203,-2217.2765
9157,4363.84,0.3294,10.8948,2.5203,-2224.1600000000008
9158,4363.84,0.3294,10.8948,2.5203,-2224.1600000000008
9159,4354.0714,0.3293,10.8996,2.5204,-2231.9286
9160,4354.0714,0.3293,10.8996,2.5204,-2231.9286
9161,4276.0866,0.3292,10.9376,2.5163,-2307.9134000000004
9162,4276.0866,0.3292,10.9376,2.5163,-2307.9134000000004
9163,4351.3934,0.3293,10.9009,2.5203,-2234.6066
9164,4351.3934,0.3293,10.9009,2.5203,-2234.6066
9165,5410.3227,0.4044,8.0018,2.5202,-2677.6773000000003
9166,5410.3227,0.4044,8.0018,2.5202,-2677.6773000000003
9167,4364.0117,0.3294,10.8947,2.5203,-2223.988300000001
9168,4364.0117,0.3294,10.8947,2.5203,-2223.988300000001
9169,4276.4712,0.3285,10.9376,2.5202,-2293.5288
9170,4276.4712,0.3285,10.9376,2.5202,-2293.5288
9171,4152.8431,0.3279,10.9997,2.5163,-2405.156900000001
9172,4152.8431,0.3279,10.9997,2.5163,-2405.156900000001
9173,4573.3921,0.3315,10.7959,2.5204,-2056.6079
9174,4573.3921,0.3315,10.7959,2.5204,-2056.6079
9175,4364.1358,0.3302,10.8945,2.5162,-2239.8642
9176,4364.1358,0.3302,10.8945,2.5162,-2239.8642
9177,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9178,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9179,4592.1946,0.3324,10.7871,2.5162,-2055.8053999999993
9180,4592.1946,0.3324,10.7871,2.5162,-2055.8053999999993
9181,4158.9072,0.3273,10.9968,2.5203,-2387.0928000000004
9182,4158.9072,0.3273,10.9968,2.5203,-2387.0928000000004
9183,4592.6231,0.3317,10.7871,2.5204,-2041.3769000000002
9184,4592.6231,0.3317,10.7871,2.5204,-2041.3769000000002
9185,4353.4875,0.3301,10.8996,2.5162,-2248.5125
9186,4353.4875,0.3301,10.8996,2.5162,-2248.5125
9187,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9188,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9189,4363.6033,0.3301,10.8947,2.5163,-2238.3967000000002
9190,4363.6033,0.3301,10.8947,2.5163,-2238.3967000000002
9191,4364.544,0.3295,10.8945,2.5202,-2225.456
9192,4364.544,0.3295,10.8945,2.5202,-2225.456
9193,4159.9856,0.328,10.9961,2.5162,-2400.0144
9194,4159.9856,0.328,10.9961,2.5162,-2400.0144
9195,4591.6008,0.3317,10.7875,2.5204,-2042.3991999999998
9196,4591.6008,0.3317,10.7875,2.5204,-2042.3991999999998
9197,4364.1358,0.3302,10.8945,2.5162,-2239.8642
9198,4364.1358,0.3302,10.8945,2.5162,-2239.8642
9199,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9200,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9201,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9202,4276.0805,0.3292,10.9376,2.5162,-2307.9195
9203,4364.1358,0.3302,10.8945,2.5162,-2239.8642
9204,4364.1358,0.3302,10.8945,2.5162,-2239.8642
9205,4153.2258,0.3272,10.9997,2.5204,-2390.7742
9206,4153.2258,0.3272,10.9997,2.5204,-2390.7742
9207,4372.5041,0.3302,10.8904,2.5162,-2231.4959
9208,4372.5041,0.3302,10.8904,2.5162,-2231.4959
9209,4583.3554,0.3324,10.7911,2.5162,-2064.6445999999987
9210,4583.3554,0.3324,10.7911,2.5162,-2064.6445999999987
9211,4164.5635,0.3281,10.9937,2.5162,-2397.4365
9212,4164.5635,0.3281,10.9937,2.5162,-2397.4365
9213,4578.6604,0.3323,10.7933,2.5162,-2067.3396000000002
9214,4578.6604,0.3323,10.7933,2.5162,-2067.3396000000002
9215,4363.3712,0.3301,10.8949,2.5163,-2238.6288000000004
9216,4363.3712,0.3301,10.8949,2.5163,-2238.6288000000004
9217,4372.7367,0.3302,10.8903,2.5162,-2231.2632999999996
9218,4372.7367,0.3302,10.8903,2.5162,-2231.2632999999996
9219,4287.907,0.3286,10.932,2.5204,-2284.093
9220,4287.907,0.3286,10.932,2.5204,-2284.093
9221,5522.6201,0.4023,8.0681,2.5202,-2523.3799
9222,5522.6201,0.4023,8.0681,2.5202,-2523.3799
9223,5410.3227,0.4044,8.0018,2.5202,-2677.6773000000003
9224,5410.3227,0.4044,8.0018,2.5202,-2677.6773000000003
9225,4351.3996,0.3293,10.9009,2.5204,-2234.6004000000003
9226,4351.3996,0.3293,10.9009,2.5204,-2234.6004000000003
9227,4363.3712,0.3301,10.8949,2.5163,-2238.6288000000004
9228,4363.3712,0.3301,10.8949,2.5163,-2238.6288000000004
9229,5410.3227,0.4044,8.0018,2.5202,-2677.6773000000003
9230,5410.3227,0.4044,8.0018,2.5202,-2677.6773000000003
9231,4581.0889,0.3323,10.7922,2.5162,-2064.9111000000003
9232,4581.0889,0.3323,10.7922,2.5162,-2064.9111000000003
9233,4363.3712,0.3301,10.8949,2.5163,-2238.6288000000004
9234,4363.3712,0.3301,10.8949,2.5163,-2238.6288000000004
9235,4581.088,0.3323,10.7922,2.5162,-2064.9120000000003
9236,4581.088,0.3323,10.7922,2.5162,-2064.9120000000003
9237,5410.3237,0.4044,8.0018,2.5202,-2677.6763
9238,5410.3237,0.4044,8.0018,2.5202,-2677.6763
9239,4367.4241,0.3302,10.8929,2.5163,-2236.5759
9240,4367.4241,0.3302,10.8929,2.5163,-2236.5759
9241,4561.7648,0.3314,10.8013,2.5204,-2066.235199999999
9242,4561.7648,0.3314,10.8013,2.5204,-2066.235199999999
9243,4699.7664,0.3335,10.7385,2.5163,-1970.2335999999996
9244,4699.7664,0.3335,10.7385,2.5163,-1970.2335999999996
9245,4164.5635,0.3281,10.9937,2.5162,-2397.4365
9246,4164.5635,0.3281,10.9937,2.5162,-2397.4365
9247,4573.3921,0.3315,10.7959,2.5204,-2056.6079
9248,4573.3921,0.3315,10.7959,2.5204,-2056.6079
9249,4592.1946,0.3324,10.7871,2.5162,-2055.8053999999993
9250,4592.1946,0.3324,10.7871,2.5162,-2055.8053999999993
9251,4572.3073,0.3323,10.7962,2.5161,-2073.6926999999996
9252,4572.3073,0.3323,10.7962,2.5161,-2073.6926999999996
9253,4373.5438,0.3295,10.8901,2.5204,-2216.4561999999996
9254,4373.5438,0.3295,10.8901,2.5204,-2216.4561999999996
9255,4569.4048,0.3322,10.7975,2.5161,-2074.5951999999997
9256,4569.4048,0.3322,10.7975,2.5161,-2074.5951999999997
9257,4375.2672,0.3303,10.8891,2.5162,-2230.7327999999998
9258,4375.2672,0.3303,10.8891,2.5162,-2230.7327999999998
9259,4276.0779,0.3292,10.9376,2.5162,-2307.9221
9260,4276.0779,0.3292,10.9376,2.5162,-2307.9221
9261,4351.4023,0.3293,10.9009,2.5204,-2234.5977000000003
9262,4351.4023,0.3293,10.9009,2.5204,-2234.5977000000003
9263,5446.6638,0.4037,8.0225,2.5202,-2627.3361999999997
9264,5446.6638,0.4037,8.0225,2.5202,-2627.3361999999997
9265,4496.5376,0.3308,10.8316,2.5204,-2119.4624000000003
9266,4496.5376,0.3308,10.8316,2.5204,-2119.4624000000003
9267,4316.2638,0.329,10.918,2.5201,-2263.7362000000003
9268,4316.2638,0.329,10.918,2.5201,-2263.7362000000003
9269,5543.8618,0.4027,8.0817,2.5163,-2510.1382000000003
9270,5543.8618,0.4027,8.0817,2.5163,-2510.1382000000003
9271,4190.97,0.3283,10.9803,2.5162,-2375.0299999999997
9272,4190.97,0.3283,10.9803,2.5162,-2375.0299999999997
9273,4541.6008,0.332,10.8104,2.5161,-2098.3992
9274,4541.6008,0.332,10.8104,2.5161,-2098.3992
9275,4553.8703,0.3313,10.8049,2.5204,-2072.1297000000004
9276,4553.8703,0.3313,10.8049,2.5204,-2072.1297000000004
9277,4287.4067,0.3294,10.932,2.5162,-2300.5933000000014
9278,4287.4067,0.3294,10.932,2.5162,-2300.5933000000014
9279,4351.3996,0.3293,10.9009,2.5204,-2234.6004000000003
9280,4351.3996,0.3293,10.9009,2.5204,-2234.6004000000003
9281,4565.7006,0.3322,10.7992,2.5162,-2078.2994
9282,4565.7006,0.3322,10.7992,2.5162,-2078.2994
9283,4569.7282,0.3315,10.7976,2.5204,-2060.2718000000004
9284,4569.7282,0.3315,10.7976,2.5204,-2060.2718000000004
9285,5410.3227,0.4044,8.0018,2.5202,-2677.6773000000003
9286,5410.3227,0.4044,8.0018,2.5202,-2677.6773000000003
9287,4363.3712,0.3301,10.8949,2.5163,-2238.6288000000004
9288,4363.3712,0.3301,10.8949,2.5163,-2238.6288000000004
9289,4394.3768,0.3298,10.8801,2.5202,-2201.6232
9290,4394.3768,0.3298,10.8801,2.5202,-2201.6232
9291,5412.9101,0.4052,8.0035,2.5163,-2691.0899
9292,5412.9101,0.4052,8.0035,2.5163,-2691.0899
9293,4372.5041,0.3302,10.8904,2.5162,-2231.4959
9294,4372.5041,0.3302,10.8904,2.5162,-2231.4959
9295,4164.0456,0.329,10.9937,2.5108,-2415.9543999999996
9296,4164.0456,0.329,10.9937,2.5108,-2415.9543999999996
9297,4153.2258,0.3272,10.9997,2.5204,-2390.7742
9298,4164.0456,0.329,10.9937,2.5108,-2415.9543999999996
9299,4276.0779,0.3292,10.9376,2.5162,-2307.9221
9300,4351.3996,0.3293,10.9009,2.5204,-2234.6004000000003
9301,4353.9004,0.3293,10.8996,2.5204,-2232.0995999999996
9302,4363.3712,0.3301,10.8949,2.5163,-2238.6288000000004
9303,4372.5041,0.3302,10.8904,2.5162,-2231.4959
9304,4372.5041,0.3302,10.8904,2.5162,-2231.4959
9305,4553.8703,0.3313,10.8049,2.5204,-2072.1297000000004
9306,4565.7006,0.3322,10.7992,2.5162,-2078.2994
9307,4572.3073,0.3323,10.7962,2.5161,-2073.6926999999996
9308,4592.1946,0.3324,10.7871,2.5162,-2055.8053999999993
9309,4699.7664,0.3335,10.7385,2.5163,-1970.2335999999996
9310,5410.3227,0.4044,8.0018,2.5202,-2677.6773000000003
9311,5410.3227,0.4044,8.0018,2.5202,-2677.6773000000003
9312,6281.6595,0.3248,8.8251,2.8348,-214.34050000000025
9313,6281.6595,0.3248,8.8251,2.8348,-214.34050000000025
9314,6192.9077,0.2214,10.2094,3.515,1764.9076999999997
9315,6192.9077,0.2214,10.2094,3.515,1764.9076999999997
9316,4852.9661,0.3156,10.6765,2.6304,-1459.0339000000004
9317,4852.9661,0.3156,10.6765,2.6304,-1459.0339000000004
9318,6326.3693,0.3631,9.2658,2.5447,-935.6306999999997
9319,6326.3693,0.3631,9.2658,2.5447,-935.6306999999997
9320,6256.0939,0.2733,8.6559,3.258,790.0938999999998
9321,6256.0939,0.2733,8.6559,3.258,790.0938999999998
9322,5573.6407,0.3497,8.0796,2.7983,-1420.3593
9323,5573.6407,0.3497,8.0796,2.7983,-1420.3593
9324,6300.1188,0.2433,9.9497,3.3174,1434.1188000000002
9325,6300.1188,0.2433,9.9497,3.3174,1434.1188000000002
9326,6276.9242,0.2598,8.6613,3.3839,1080.9242000000013
9327,6276.9242,0.2598,8.6613,3.3839,1080.9242000000013
9328,5455.4696,0.3415,10.4283,2.5097,-1374.5304000000006
9329,5455.4696,0.3415,10.4283,2.5097,-1374.5304000000006
9330,5601.3342,0.2157,10.4175,3.5472,1287.3342000000002
9331,5601.3342,0.2157,10.4175,3.5472,1287.3342000000002
9332,6326.6647,0.3361,9.0208,2.7332,-395.33529999999973
9333,6326.6647,0.3361,9.0208,2.7332,-395.33529999999973
9334,4459.4294,0.2611,10.8716,3.0049,-762.5706
9335,4459.4294,0.2611,10.8716,3.0049,-762.5706
9336,5829.9287,0.3711,8.2782,2.6451,-1592.0712999999996
9337,5829.9287,0.3711,8.2782,2.6451,-1592.0712999999996
9338,5259.3911,0.2258,10.5425,3.4056,743.3910999999998
9339,5259.3911,0.2258,10.5425,3.4056,743.3910999999998
9340,6344.3699,0.3164,9.0208,2.8605,16.36989999999969
9341,6344.3699,0.3164,9.0208,2.8605,16.36989999999969
9342,6326.3693,0.3631,9.2658,2.5447,-935.6306999999997
9343,6326.3693,0.3631,9.2658,2.5447,-935.6306999999997
9344,5829.9287,0.3711,8.2782,2.6451,-1592.0712999999996
9345,5829.9287,0.3711,8.2782,2.6451,-1592.0712999999996
9346,6308.8941,0.3541,9.0053,2.6304,-773.1059000000005
9347,6308.8941,0.3541,9.0053,2.6304,-773.1059000000005
9348,4827.9745,0.2996,10.692,2.7332,-1164.0254999999997
9349,4827.9745,0.2996,10.692,2.7332,-1164.0254999999997
9350,5742.0205,0.3731,8.2092,2.6451,-1719.9795000000004
9351,5742.0205,0.3731,8.2092,2.6451,-1719.9795000000004
9352,6423.1458,0.2505,9.0431,3.4056,1413.1458000000002
9353,6423.1458,0.2505,9.0431,3.4056,1413.1458000000002
9354,5243.1252,0.303,10.5201,2.7332,-816.8747999999996
9355,5243.1252,0.303,10.5201,2.7332,-816.8747999999996
9356,5455.4905,0.3415,10.4283,2.5099,-1374.509500000001
9357,5455.4905,0.3415,10.4283,2.5099,-1374.509500000001
9358,6212.3125,0.3483,9.9183,2.5373,-753.6875
9359,6212.3125,0.3483,9.9183,2.5373,-753.6875
9360,6212.3358,0.3483,9.9183,2.5375,-753.6642000000002
9361,6212.3358,0.3483,9.9183,2.5375,-753.6642000000002
9362,4459.4294,0.2611,10.8716,3.0049,-762.5706
9363,4459.4294,0.2611,10.8716,3.0049,-762.5706
9364,4514.6301,0.2632,10.845,2.9911,-749.3698999999997
9365,4514.6301,0.2632,10.845,2.9911,-749.3698999999997
9366,6272.2125,0.2713,8.6799,3.2718,846.2124999999996
9367,6272.2125,0.2713,8.6799,3.2718,846.2124999999996
9368,5257.2763,0.3143,10.5113,2.66,-1028.7237000000005
9369,5257.2763,0.3143,10.5113,2.66,-1028.7237000000005
9370,5838.992,0.2544,8.1866,3.5323,750.9920000000002
9371,5838.992,0.2544,8.1866,3.5323,750.9920000000002
9372,6321.6416,0.3697,9.2658,2.5106,-1072.3583999999992
9373,6321.6416,0.3697,9.2658,2.5106,-1072.3583999999992
9374,5459.4151,0.3354,10.4283,2.544,-1248.584899999999
9375,5459.4151,0.3354,10.4283,2.544,-1248.584899999999
9376,5675.9018,0.3479,8.1474,2.7983,-1282.0982000000004
9377,5675.9018,0.3479,8.1474,2.7983,-1282.0982000000004
9378,6232.083,0.3498,9.8542,2.5375,-763.9170000000004
9379,6232.083,0.3498,9.8542,2.5375,-763.9170000000004
9380,5442.6704,0.3519,8.0016,2.7983,-1595.3296
9381,5442.6704,0.3519,8.0016,2.7983,-1595.3296
9382,4713.8991,0.3347,10.7319,2.5099,-1980.1009000000004
9383,4713.8991,0.3347,10.7319,2.5099,-1980.1009000000004
9384,4863.5934,0.3002,10.6765,2.7317,-1140.4066000000003
9385,4863.5934,0.3002,10.6765,2.7317,-1140.4066000000003
9386,6321.0745,0.3705,9.2518,2.5083,-1088.9255000000003
9387,6321.0745,0.3705,9.2518,2.5083,-1088.9255000000003
9388,5697.2792,0.3468,8.1615,2.8023,-1238.7208
9389,5697.2792,0.3468,8.1615,2.8023,-1238.7208
9390,5973.6943,0.3415,8.3865,2.7983,-856.3057000000008
9391,5973.6943,0.3415,8.3865,2.7983,-856.3057000000008
9392,6321.5215,0.3699,9.2658,2.5097,-1076.4785000000002
9393,6321.5215,0.3699,9.2658,2.5097,-1076.4785000000002
9394,5455.5694,0.3413,10.4283,2.5106,-1370.4305999999997
9395,5455.5694,0.3413,10.4283,2.5106,-1370.4305999999997
9396,6337.3903,0.3486,9.2518,2.6262,-634.6097
9397,6337.3903,0.3486,9.2518,2.6262,-634.6097
9398,4840.5194,0.3355,10.6765,2.5126,-1869.4805999999999
9399,4840.5194,0.3355,10.6765,2.5126,-1869.4805999999999
9400,6334.9983,0.3516,9.2658,2.6072,-697.0017000000007
9401,6334.9983,0.3516,9.2658,2.6072,-697.0017000000007
