id,Resistance,Comfort,LWL,BWL
28447,3305.3922,0.3447,10.0909,2.5346,1.4157,7.6370,38.6669,4.5961,4.6933,-3588.6078
28448,3001.5133,0.3537,9.9183,2.5083,0.7298,7.6502,34.7294,4.8922,4.6929,-4072.4867
28449,3001.5133,0.3537,9.9183,2.5083,0.7298,7.6502,34.7294,4.8922,4.6929,-4072.4867
28450,3205.1706,0.3481,9.9183,2.5383,1.4074,7.6502,34.8169,4.8940,4.6771,-3756.8294
28451,3205.1706,0.3481,9.9183,2.5383,1.4074,7.6502,34.8169,4.8940,4.6771,-3756.8294
28452,3595.3649,0.3533,9.9346,2.5084,1.4140,7.6499,34.8169,4.4151,4.6933,-3470.6351
28453,3595.3649,0.3533,9.9346,2.5084,1.4140,7.6499,34.8169,4.4151,4.6933,-3470.6351
28454,3241.3676,0.3403,10.0746,2.5615,1.4157,7.6373,38.4821,4.8973,4.6933,-3564.6324
28455,3241.3676,0.3403,10.0746,2.5615,1.4157,7.6373,38.4821,4.8973,4.6933,-3564.6324
28456,3353.9177,0.3448,10.0909,2.5341,1.4157,7.6370,38.4821,4.4165,4.6933,-3542.0823
28457,3353.9177,0.3448,10.0909,2.5341,1.4157,7.6370,38.4821,4.4165,4.6933,-3542.0823
28458,3307.1883,0.3400,10.0909,2.5612,1.4157,7.6370,38.4821,4.5981,4.6933,-3492.8117
28459,3307.1883,0.3400,10.0909,2.5612,1.4157,7.6370,38.4821,4.5981,4.6933,-3492.8117
28460,3718.9931,0.3439,9.9232,2.5608,1.4157,7.6370,38.4821,4.3516,4.7045,-3159.0069
28461,3718.9931,0.3439,9.9232,2.5608,1.4157,7.6370,38.4821,4.3516,4.7045,-3159.0069
28462,3362.4518,0.3447,10.0909,2.5346,1.4344,7.6423,38.4821,4.4272,4.6930,-3531.5482
28463,3362.4518,0.3447,10.0909,2.5346,1.4344,7.6423,38.4821,4.4272,4.6930,-3531.5482
28464,3081.2482,0.3489,10.0912,2.5114,0.6609,7.7640,37.2450,4.6353,4.6623,-3896.7518
28465,3081.2482,0.3489,10.0912,2.5114,0.6609,7.7640,37.2450,4.6353,4.6623,-3896.7518
28466,3354.4236,0.3448,10.0909,2.5344,1.4157,7.6370,38.4821,4.4148,4.6933,-3541.5764
28467,3354.4236,0.3448,10.0909,2.5344,1.4157,7.6370,38.4821,4.4148,4.6933,-3541.5764
28468,3306.5363,0.3447,10.0909,2.5346,1.4157,7.6393,38.4821,4.5961,4.6933,-3587.4637
28469,3306.5363,0.3447,10.0909,2.5346,1.4157,7.6393,38.4821,4.5961,4.6933,-3587.4637
28470,3241.8079,0.3446,10.0965,2.5346,1.3260,7.6502,34.7294,4.5909,4.6767,-3650.1921
28471,3241.8079,0.3446,10.0965,2.5346,1.3260,7.6502,34.7294,4.5909,4.6767,-3650.1921
28472,2985.4670,0.3484,9.9127,2.5373,0.7016,7.6372,38.4821,4.8974,4.6933,-3982.5330
28473,2985.4670,0.3484,9.9127,2.5373,0.7016,7.6372,38.4821,4.8974,4.6933,-3982.5330
28474,3067.3837,0.3490,10.0909,2.5114,0.6802,7.6393,37.2450,4.4023,4.6620,-3912.6163
28475,3067.3837,0.3490,10.0909,2.5114,0.6802,7.6393,37.2450,4.4023,4.6620,-3912.6163
28476,3291.5663,0.3447,10.0912,2.5344,1.4157,7.6390,38.4821,4.6565,4.6933,-3602.4337
28477,3291.5663,0.3447,10.0912,2.5344,1.4157,7.6390,38.4821,4.6565,4.6933,-3602.4337
28478,3001.0151,0.3535,9.9117,2.5099,0.7208,7.6501,34.7294,4.8884,4.6929,-4068.9849
28479,3001.0151,0.3535,9.9117,2.5099,0.7208,7.6501,34.7294,4.8884,4.6929,-4068.9849
28480,3357.6808,0.3449,10.0975,2.5329,1.4428,7.6424,38.4821,4.4309,4.6930,-3540.3192
28481,3357.6808,0.3449,10.0975,2.5329,1.4428,7.6424,38.4821,4.4309,4.6930,-3540.3192
28482,3237.9398,0.3496,10.0909,2.5079,1.4140,7.6370,34.8580,4.9109,4.6933,-3754.0602
28483,3237.9398,0.3496,10.0909,2.5079,1.4140,7.6370,34.8580,4.9109,4.6933,-3754.0602
28484,3478.3579,0.3486,9.9183,2.5358,1.4157,7.6502,38.4410,4.5792,4.6933,-3493.6421
28485,3478.3579,0.3486,9.9183,2.5358,1.4157,7.6502,38.4410,4.5792,4.6933,-3493.6421
28486,3028.7935,0.3489,10.0912,2.5114,0.6802,7.6390,37.2450,4.6440,4.6621,-3949.2065
28487,3028.7935,0.3489,10.0912,2.5114,0.6802,7.6390,37.2450,4.6440,4.6621,-3949.2065
28488,3139.5745,0.3400,10.0906,2.5608,0.7460,7.6370,38.4821,4.4185,4.6929,-3660.4255
28489,3139.5745,0.3400,10.0906,2.5608,0.7460,7.6370,38.4821,4.4185,4.6929,-3660.4255
28490,3203.6510,0.3535,9.9121,2.5099,1.3904,7.6501,34.7294,4.8884,4.6933,-3866.3490
28491,3203.6510,0.3535,9.9121,2.5099,1.3904,7.6501,34.7294,4.8884,4.6933,-3866.3490
28492,3139.4838,0.3447,10.0909,2.5346,0.7360,7.6370,38.4821,4.4086,4.6933,-3754.5162
28493,3139.4838,0.3447,10.0909,2.5346,0.7360,7.6370,38.4821,4.4086,4.6933,-3754.5162
28494,3204.4557,0.3537,9.9183,2.5083,1.4094,7.6502,34.7294,4.9020,4.6929,-3869.5443
28495,3204.4557,0.3537,9.9183,2.5083,1.4094,7.6502,34.7294,4.9020,4.6929,-3869.5443
28496,3256.4348,0.3447,10.0909,2.5347,1.4157,7.6370,38.5579,4.5961,4.6614,-3637.5652
28497,3256.4348,0.3447,10.0909,2.5347,1.4157,7.6370,38.5579,4.5961,4.6614,-3637.5652
28498,3128.4386,0.3490,10.0912,2.5113,0.6802,7.7693,37.1692,4.6440,4.6940,-3851.5614
28499,3128.4386,0.3490,10.0912,2.5113,0.6802,7.7693,37.1692,4.6440,4.6940,-3851.5614
28500,3295.5164,0.3447,10.0909,2.5346,1.3959,7.6370,38.4821,4.5961,4.6933,-3598.4836
28501,3295.5164,0.3447,10.0909,2.5346,1.3959,7.6370,38.4821,4.5961,4.6933,-3598.4836
28502,3003.2592,0.3535,9.9117,2.5099,0.7406,7.6501,34.7294,4.8884,4.6929,-4066.7408
28503,3003.2592,0.3535,9.9117,2.5099,0.7406,7.6501,34.7294,4.8884,4.6929,-4066.7408
28504,3303.9162,0.3448,10.0910,2.5344,1.4113,7.6372,38.4821,4.5938,4.6933,-3592.0838
28505,3303.9162,0.3448,10.0910,2.5344,1.4113,7.6372,38.4821,4.5938,4.6933,-3592.0838
28506,3563.3598,0.3488,9.9202,2.5344,1.3088,7.6393,38.4821,4.4171,4.6933,-3412.6402
28507,3563.3598,0.3488,9.9202,2.5344,1.3088,7.6393,38.4821,4.4171,4.6933,-3412.6402
28508,2991.6732,0.3483,9.9183,2.5375,0.7237,7.6464,37.2291,4.8922,4.6767,-3974.3268
28509,2991.6732,0.3483,9.9183,2.5375,0.7237,7.6464,37.2291,4.8922,4.6767,-3974.3268
28510,3087.7693,0.3489,10.0912,2.5114,0.6796,7.7731,34.7453,4.6440,4.6621,-3890.2307
28511,3087.7693,0.3489,10.0912,2.5114,0.6796,7.7731,34.7453,4.6440,4.6621,-3890.2307
28512,3445.7371,0.3544,9.9033,2.5064,0.7208,7.6495,34.7415,4.4086,4.6933,-3642.2629
28513,3445.7371,0.3544,9.9033,2.5064,0.7208,7.6495,34.7415,4.4086,4.6933,-3642.2629
28514,3239.7776,0.3439,10.0994,2.5381,1.4157,7.6376,38.4701,4.8983,4.6929,-3638.2224
28515,3239.7776,0.3439,10.0994,2.5381,1.4157,7.6376,38.4701,4.8983,4.6929,-3638.2224
28516,3139.6284,0.3447,10.0909,2.5346,0.7517,7.6370,38.4821,4.4149,4.6933,-3754.3716
28517,3139.6284,0.3447,10.0909,2.5346,0.7517,7.6370,38.4821,4.4149,4.6933,-3754.3716
28518,3350.2883,0.3400,10.0909,2.5608,1.3999,7.6370,38.4821,4.4086,4.6933,-3449.7117
28519,3350.2883,0.3400,10.0909,2.5608,1.3999,7.6370,38.4821,4.4086,4.6933,-3449.7117
28520,3000.7827,0.3537,9.9183,2.5083,0.7232,7.6502,34.7294,4.8922,4.6929,-4073.2173
28521,3000.7827,0.3537,9.9183,2.5083,0.7232,7.6502,34.7294,4.8922,4.6929,-4073.2173
28522,2996.3390,0.3483,9.9183,2.5375,0.7298,7.6502,34.7294,4.8922,4.6767,-3969.6610
28523,2996.3390,0.3483,9.9183,2.5375,0.7298,7.6502,34.7294,4.8922,4.6767,-3969.6610
28524,3213.4203,0.3535,9.9183,2.5091,1.4141,7.6502,34.8169,4.8940,4.6933,-3856.5797
28525,3213.4203,0.3535,9.9183,2.5091,1.4141,7.6502,34.8169,4.8940,4.6933,-3856.5797
28526,3356.5492,0.3400,10.0909,2.5608,1.4157,7.6370,38.4821,4.4147,4.6933,-3443.4508
28527,3356.5492,0.3400,10.0909,2.5608,1.4157,7.6370,38.4821,4.4147,4.6933,-3443.4508
28528,3612.7045,0.3488,9.9202,2.5344,1.4157,7.6393,38.4821,4.4186,4.6933,-3363.2955
28529,3612.7045,0.3488,9.9202,2.5344,1.4157,7.6393,38.4821,4.4186,4.6933,-3363.2955
28530,3362.7978,0.3447,10.0909,2.5346,1.4344,7.6423,38.4821,4.4259,4.6930,-3531.2022
28531,3362.7978,0.3447,10.0909,2.5346,1.4344,7.6423,38.4821,4.4259,4.6930,-3531.2022
28532,3305.2678,0.3447,10.0909,2.5346,1.4157,7.6370,38.4821,4.5973,4.6933,-3588.7322
28533,3305.2678,0.3447,10.0909,2.5346,1.4157,7.6370,38.4821,4.5973,4.6933,-3588.7322
28534,3246.7216,0.3400,10.0909,2.5608,1.4157,7.6376,38.3671,4.8722,4.6933,-3553.2784
28535,3246.7216,0.3400,10.0909,2.5608,1.4157,7.6376,38.3671,4.8722,4.6933,-3553.2784
28536,3403.5556,0.3535,9.9117,2.5099,0.7208,7.6496,34.8444,4.4347,4.6929,-3666.4444
28537,3403.5556,0.3535,9.9117,2.5099,0.7208,7.6496,34.8444,4.4347,4.6929,-3666.4444
28538,3218.5908,0.3441,10.0950,2.5375,1.3875,7.6368,37.2291,4.8922,4.6767,-3663.4092
28539,3218.5908,0.3441,10.0950,2.5375,1.3875,7.6368,37.2291,4.8922,4.6767,-3663.4092
28540,3417.9828,0.3441,9.9143,2.5608,0.7518,7.6466,38.4821,4.4185,4.6933,-3464.0172
28541,3417.9828,0.3441,9.9143,2.5608,0.7518,7.6466,38.4821,4.4185,4.6933,-3464.0172
28542,3002.1909,0.3439,9.9183,2.5616,0.7298,7.6502,38.3869,4.8922,4.6929,-3875.8091
28543,3002.1909,0.3439,9.9183,2.5616,0.7298,7.6502,38.3869,4.8922,4.6929,-3875.8091
28544,3355.1813,0.3497,10.0909,2.5075,1.4157,7.6370,34.8246,4.4185,4.6933,-3638.8187
28545,3355.1813,0.3497,10.0909,2.5075,1.4157,7.6370,34.8246,4.4185,4.6933,-3638.8187
28546,3354.9051,0.3399,10.0909,2.5617,1.4155,7.6370,38.4821,4.4185,4.6930,-3443.0949
28547,3354.9051,0.3399,10.0909,2.5617,1.4155,7.6370,38.4821,4.4185,4.6930,-3443.0949
28548,3363.0024,0.3449,10.0909,2.5337,1.4346,7.6423,38.4821,4.4272,4.6933,-3534.9976
28549,3363.0024,0.3449,10.0909,2.5337,1.4346,7.6423,38.4821,4.4272,4.6933,-3534.9976
28550,3620.3089,0.3489,9.9183,2.5342,1.4140,7.6502,34.8169,4.4229,4.6933,-3357.6911
28551,3620.3089,0.3489,9.9183,2.5342,1.4140,7.6502,34.8169,4.4229,4.6933,-3357.6911
28552,3239.0092,0.3493,10.0909,2.5095,1.4157,7.6370,38.4821,4.8896,4.6933,-3746.9908
28553,3239.0092,0.3493,10.0909,2.5095,1.4157,7.6370,38.4821,4.8896,4.6933,-3746.9908
28554,3037.4391,0.3489,10.0912,2.5114,0.7224,7.6498,37.0750,4.6440,4.6621,-3940.5609
28555,3037.4391,0.3489,10.0912,2.5114,0.7224,7.6498,37.0750,4.6440,4.6621,-3940.5609
28556,2987.0616,0.3483,9.9183,2.5375,0.6810,7.6394,34.8994,4.8922,4.6767,-3978.9384
28557,2987.0616,0.3483,9.9183,2.5375,0.6810,7.6394,34.8994,4.8922,4.6767,-3978.9384
28558,3175.7107,0.3489,10.0912,2.5114,0.6979,7.9851,37.2450,4.6440,4.6621,-3802.2893
28559,3175.7107,0.3489,10.0912,2.5114,0.6979,7.9851,37.2450,4.6440,4.6621,-3802.2893
28560,3442.1740,0.3465,10.0163,2.5346,1.4157,7.6092,38.4821,4.4185,4.6933,-3487.8260
28561,3442.1740,0.3465,10.0163,2.5346,1.4157,7.6092,38.4821,4.4185,4.6933,-3487.8260
28562,3196.3607,0.3483,9.9183,2.5375,1.4033,7.6369,37.2291,4.8922,4.6767,-3769.6393
28563,3196.3607,0.3483,9.9183,2.5375,1.4033,7.6369,37.2291,4.8922,4.6767,-3769.6393
28564,3016.9104,0.3441,10.0950,2.5375,0.7079,7.6464,37.2291,4.8922,4.6767,-3865.0896
28565,3016.9104,0.3441,10.0950,2.5375,0.7079,7.6464,37.2291,4.8922,4.6767,-3865.0896
28566,3368.4241,0.3400,10.0909,2.5608,1.4341,7.6424,38.4821,4.4149,4.6933,-3431.5759
28567,3368.4241,0.3400,10.0909,2.5608,1.4341,7.6424,38.4821,4.4149,4.6933,-3431.5759
28568,3350.5275,0.3447,10.0909,2.5346,1.4160,7.6370,38.4821,4.4272,4.6930,-3543.4725
28569,3350.5275,0.3447,10.0909,2.5346,1.4160,7.6370,38.4821,4.4272,4.6930,-3543.4725
28570,3004.9264,0.3532,9.9117,2.5113,0.7208,7.6501,34.7413,4.8839,4.6929,-4059.0736
28571,3004.9264,0.3532,9.9117,2.5113,0.7208,7.6501,34.7413,4.8839,4.6929,-4059.0736
28572,3036.7450,0.3492,10.0912,2.5100,0.7224,7.6498,37.0631,4.6485,4.6621,-3947.2550
28573,3036.7450,0.3492,10.0912,2.5100,0.7224,7.6498,37.0631,4.6485,4.6621,-3947.2550
28574,3627.8763,0.3490,9.9114,2.5343,1.4157,7.6370,38.5950,4.4185,4.6933,-3352.1237
28575,3627.8763,0.3490,9.9114,2.5343,1.4157,7.6370,38.5950,4.4185,4.6933,-3352.1237
28576,3030.3443,0.3492,10.0912,2.5102,0.7208,7.6501,34.6166,4.8884,4.6929,-3953.6557
28577,3030.3443,0.3492,10.0912,2.5102,0.7208,7.6501,34.6166,4.8884,4.6929,-3953.6557
28578,3218.7275,0.3441,10.0950,2.5375,1.3836,7.6368,37.2291,4.8775,4.6772,-3663.2725
28579,3218.7275,0.3441,10.0950,2.5375,1.3836,7.6368,37.2291,4.8775,4.6772,-3663.2725
28580,3035.2917,0.3489,10.0912,2.5114,0.7263,7.6498,37.0750,4.6586,4.6616,-3942.7083
28581,3035.2917,0.3489,10.0912,2.5114,0.7263,7.6498,37.0750,4.6586,4.6616,-3942.7083
28582,3219.0683,0.3430,10.0950,2.5435,1.3875,7.6368,37.2291,4.8922,4.6767,-3640.9317
28583,3219.0683,0.3430,10.0950,2.5435,1.3875,7.6368,37.2291,4.8922,4.6767,-3640.9317
28584,2991.5627,0.3533,9.9183,2.5101,0.7159,7.6502,34.7291,4.8941,4.6772,-4074.4373
28585,2991.5627,0.3533,9.9183,2.5101,0.7159,7.6502,34.7291,4.8941,4.6772,-4074.4373
28586,3220.5861,0.3484,9.9183,2.5366,1.4212,7.6502,34.8173,4.8921,4.6928,-3747.4139
28587,3220.5861,0.3484,9.9183,2.5366,1.4212,7.6502,34.8173,4.8921,4.6928,-3747.4139
28588,3385.0090,0.3402,10.0820,2.5608,1.4341,7.6425,34.7299,4.4149,4.6936,-3418.9910
28589,3385.0090,0.3402,10.0820,2.5608,1.4341,7.6425,34.7299,4.4149,4.6936,-3418.9910
28590,2995.0891,0.3480,9.9272,2.5375,0.7232,7.6500,38.4816,4.8922,4.6763,-3964.9109
28591,2995.0891,0.3480,9.9272,2.5375,0.7232,7.6500,38.4816,4.8922,4.6763,-3964.9109
28592,3044.0337,0.3477,9.9183,2.5407,0.7298,7.6502,34.7294,4.8430,4.6929,-3909.9663
28593,3044.0337,0.3477,9.9183,2.5407,0.7298,7.6502,34.7294,4.8430,4.6929,-3909.9663
28594,3295.3248,0.3400,10.0950,2.5606,1.3875,7.6424,37.2291,4.4585,4.6771,-3504.6752
28595,3295.3248,0.3400,10.0950,2.5606,1.3875,7.6424,37.2291,4.4585,4.6771,-3504.6752
28596,3258.3575,0.3442,10.0909,2.5377,1.4341,7.6368,38.4821,4.8486,4.6928,-3625.6425
28597,3258.3575,0.3442,10.0909,2.5377,1.4341,7.6368,38.4821,4.8486,4.6928,-3625.6425
28598,2996.8360,0.3536,9.9076,2.5099,0.7208,7.6498,37.0193,4.8884,4.6929,-4075.1640
28599,2996.8360,0.3536,9.9076,2.5099,0.7208,7.6498,37.0193,4.8884,4.6929,-4075.1640
28600,3037.7082,0.3489,10.0954,2.5114,0.7225,7.6501,34.7851,4.6440,4.6621,-3940.2918
28601,3037.7082,0.3489,10.0954,2.5114,0.7225,7.6501,34.7851,4.6440,4.6621,-3940.2918
28602,3221.5786,0.3442,10.0918,2.5375,1.3875,7.6369,34.7714,4.8922,4.6771,-3662.4214
28603,3221.5786,0.3442,10.0918,2.5375,1.3875,7.6369,34.7714,4.8922,4.6771,-3662.4214
28604,3212.1346,0.3534,9.9214,2.5091,1.4141,7.6501,37.2746,4.8940,4.6929,-3855.8654
28605,3212.1346,0.3534,9.9214,2.5091,1.4141,7.6501,37.2746,4.8940,4.6929,-3855.8654
28606,2964.7783,0.3263,9.9183,2.6651,0.7237,7.5567,37.2291,4.8922,4.6767,-3561.2217
28607,2964.7783,0.3263,9.9183,2.6651,0.7237,7.5567,37.2291,4.8922,4.6767,-3561.2217
28608,3123.0856,0.3400,10.0953,2.5607,0.7189,7.6424,37.1422,4.4585,4.6929,-3676.9144
28609,3123.0856,0.3400,10.0953,2.5607,0.7189,7.6424,37.1422,4.4585,4.6929,-3676.9144
28610,3199.3838,0.3537,9.9180,2.5082,1.3983,7.6502,34.8163,4.8922,4.6772,-3874.6162
28611,3199.3838,0.3537,9.9180,2.5082,1.3983,7.6502,34.8163,4.8922,4.6772,-3874.6162
28612,3244.0778,0.3447,10.0904,2.5346,1.4087,7.6501,35.0415,4.9026,4.6933,-3649.9222
28613,3244.0778,0.3447,10.0904,2.5346,1.4087,7.6501,35.0415,4.9026,4.6933,-3649.9222
28614,3416.4137,0.3535,9.9188,2.5091,0.7413,7.6371,38.2575,4.4000,4.6933,-3653.5863
28615,3416.4137,0.3535,9.9188,2.5091,0.7413,7.6371,38.2575,4.4000,4.6933,-3653.5863
28616,3295.4694,0.3400,10.0950,2.5606,1.3875,7.6424,37.2291,4.4585,4.6772,-3504.5306
28617,3295.4694,0.3400,10.0950,2.5606,1.3875,7.6424,37.2291,4.4585,4.6772,-3504.5306
28618,3001.4779,0.3537,9.9183,2.5083,0.7298,7.6502,34.7294,4.8922,4.6929,-4072.5221
28619,3001.4779,0.3537,9.9183,2.5083,0.7298,7.6502,34.7294,4.8922,4.6929,-4072.5221
28620,3246.5068,0.3497,10.0778,2.5091,1.4141,7.6501,34.8169,4.8940,4.6933,-3747.4932
28621,3246.5068,0.3497,10.0778,2.5091,1.4141,7.6501,34.8169,4.8940,4.6933,-3747.4932
28622,3125.0043,0.3527,9.9317,2.5114,0.6802,7.6390,37.2450,4.6440,4.6621,-3928.9957
28623,3125.0043,0.3527,9.9317,2.5114,0.6802,7.6390,37.2450,4.6440,4.6621,-3928.9957
28624,3003.6500,0.3483,9.9183,2.5375,0.7271,7.6502,34.7294,4.8922,4.6933,-3962.3500
28625,3003.6500,0.3483,9.9183,2.5375,0.7271,7.6502,34.7294,4.8922,4.6933,-3962.3500
28626,3317.2316,0.3400,10.0909,2.5608,1.4117,7.6370,38.4821,4.4149,4.6767,-3482.7684
28627,3317.2316,0.3400,10.0909,2.5608,1.4117,7.6370,38.4821,4.4149,4.6767,-3482.7684
28628,3041.2052,0.3401,10.0912,2.5606,0.7224,7.6498,37.0750,4.6440,4.6621,-3760.7948
28629,3041.2052,0.3401,10.0912,2.5606,0.7224,7.6498,37.0750,4.6440,4.6621,-3760.7948
28630,3291.4088,0.3489,10.0949,2.5115,1.3875,7.6424,37.2291,4.4585,4.6771,-3686.5912
28631,3291.4088,0.3489,10.0949,2.5115,1.3875,7.6424,37.2291,4.4585,4.6771,-3686.5912
28632,3620.5045,0.3488,9.9186,2.5346,1.4315,7.6505,38.4821,4.4272,4.6930,-3355.4955
28633,3620.5045,0.3488,9.9186,2.5346,1.4315,7.6505,38.4821,4.4272,4.6930,-3355.4955
28634,3027.2950,0.3495,10.0906,2.5083,0.7325,7.6420,34.7294,4.8922,4.6929,-3962.7050
28635,3027.2950,0.3495,10.0906,2.5083,0.7325,7.6420,34.7294,4.8922,4.6929,-3962.7050
28636,2994.5707,0.3483,9.9183,2.5375,0.7271,7.6462,34.7479,4.8922,4.6771,-3971.4293
28637,2994.5707,0.3483,9.9183,2.5375,0.7271,7.6462,34.7479,4.8922,4.6771,-3971.4293
28638,3000.7258,0.3483,9.9183,2.5375,0.7237,7.6504,37.2106,4.8922,4.6928,-3965.2742
28639,3000.7258,0.3483,9.9183,2.5375,0.7237,7.6504,37.2106,4.8922,4.6928,-3965.2742
28640,3328.4977,0.3400,10.0950,2.5607,1.3875,7.6424,37.2291,4.4585,4.6931,-3471.5023
28641,3328.4977,0.3400,10.0950,2.5607,1.3875,7.6424,37.2291,4.4585,4.6931,-3471.5023
28642,3089.9870,0.3400,10.0953,2.5606,0.7189,7.6424,37.1422,4.4585,4.6769,-3710.0130
28643,3089.9870,0.3400,10.0953,2.5606,0.7189,7.6424,37.1422,4.4585,4.6769,-3710.0130
28644,3730.6503,0.3965,10.9700,2.1848,0.7900,12.1800,26.4400,5.1300,4.8000,-4199.3497
28645,1294.5294,0.2967,8.2608,3.1329,0.7186,6.1788,30.1071,4.1988,4.0265,-4639.4706
28646,1294.5294,0.2967,8.2608,3.1329,0.7186,6.1788,30.1071,4.1988,4.0265,-4639.4706
28647,2867.9552,0.2433,9.9497,3.3174,1.0893,7.3226,36.1886,4.8058,4.0065,-1998.0448
28648,2867.9552,0.2433,9.9497,3.3174,1.0893,7.3226,36.1886,4.8058,4.0065,-1998.0448
28649,2515.9905,0.2742,10.0944,3.0104,1.4572,6.9329,26.7319,4.0967,4.0927,-2968.0095
28650,2515.9905,0.2742,10.0944,3.0104,1.4572,6.9329,26.7319,4.0967,4.0927,-2968.0095
28651,4802.1964,0.2258,10.5425,3.4056,1.2297,10.8428,30.7246,4.3785,4.9731,286.1964
28652,4802.1964,0.2258,10.5425,3.4056,1.2297,10.8428,30.7246,4.3785,4.9731,286.1964
28653,8108.8114,0.2114,9.6561,3.7441,1.3617,9.7111,31.5470,4.0458,4.7046,3880.8114
28654,8108.8114,0.2114,9.6561,3.7441,1.3617,9.7111,31.5470,4.0458,4.7046,3880.8114
28655,2238.6439,0.3135,8.6837,2.9341,0.7328,6.4788,22.0200,4.6357,4.2780,-4031.3561
28656,2238.6439,0.3135,8.6837,2.9341,0.7328,6.4788,22.0200,4.6357,4.2780,-4031.3561
28657,3061.7253,0.2883,9.0945,3.0553,0.7670,7.2570,38.7331,4.6091,4.6480,-2704.2747
28658,3061.7253,0.2883,9.0945,3.0553,0.7670,7.2570,38.7331,4.6091,4.6480,-2704.2747
28659,3222.1735,0.2425,8.5134,3.5937,0.8795,6.9804,39.7905,4.5569,4.6400,-1627.8265
28660,3222.1735,0.2425,8.5134,3.5937,0.8795,6.9804,39.7905,4.5569,4.6400,-1627.8265
28661,3998.0325,0.2042,10.0538,3.7643,0.7290,10.6560,20.6420,4.2677,4.3155,-85.9675
28662,3998.0325,0.2042,10.0538,3.7643,0.7290,10.6560,20.6420,4.2677,4.3155,-85.9675
28663,17380.4346,0.2145,8.6329,3.9144,0.8147,11.2582,33.1088,4.9145,4.3956,13090.4346
28664,17380.4346,0.2145,8.6329,3.9144,0.8147,11.2582,33.1088,4.9145,4.3956,13090.4346
28665,1643.8126,0.3032,9.3766,2.8973,1.0614,7.4798,25.2548,4.8978,4.5846,-4420.1874
28666,1643.8126,0.3032,9.3766,2.8973,1.0614,7.4798,25.2548,4.8978,4.5846,-4420.1874
28667,4707.5425,0.3170,9.1982,2.8290,1.0095,11.9852,21.8182,4.1096,4.0471,-1632.4575
28668,4707.5425,0.3170,9.1982,2.8290,1.0095,11.9852,21.8182,4.1096,4.0471,-1632.4575
28669,2700.7614,0.2123,9.8823,3.6881,0.5635,8.5330,27.6324,4.5291,4.9961,-1545.2386
28670,2700.7614,0.2123,9.8823,3.6881,0.5635,8.5330,27.6324,4.5291,4.9961,-1545.2386
28671,1859.3303,0.1912,10.9132,3.7912,1.2207,6.0689,33.6342,4.2668,4.5370,-1964.6697
28672,1859.3303,0.1912,10.9132,3.7912,1.2207,6.0689,33.6342,4.2668,4.5370,-1964.6697
28673,2006.4225,0.2966,8.2664,3.1329,0.7186,10.8429,30.1071,4.1956,4.0248,-3925.5775
28674,2006.4225,0.2966,8.2664,3.1329,0.7186,10.8429,30.1071,4.1956,4.0248,-3925.5775
28675,2696.8622,0.2259,10.5372,3.4056,1.2297,6.1911,30.7246,4.3818,4.9749,-1821.1378
28676,2696.8622,0.2259,10.5372,3.4056,1.2297,6.1911,30.7246,4.3818,4.9749,-1821.1378
28677,3218.4095,0.2458,8.5134,3.5573,0.8795,6.9804,34.8159,4.5569,4.6394,-1697.5905
28678,3218.4095,0.2458,8.5134,3.5573,0.8795,6.9804,34.8159,4.5569,4.6394,-1697.5905
28679,2994.3324,0.3412,9.9183,2.5768,0.7232,7.6502,39.6925,4.8922,4.6773,-3829.6676
28680,2994.3324,0.3412,9.9183,2.5768,0.7232,7.6502,39.6925,4.8922,4.6773,-3829.6676
28681,2386.3976,0.2433,9.9497,3.3174,1.0893,6.0690,36.1886,4.8058,4.0065,-2479.6024
28682,2386.3976,0.2433,9.9497,3.3174,1.0893,6.0690,36.1886,4.8058,4.0065,-2479.6024
28683,2175.9014,0.1912,10.9132,3.7912,1.2207,7.3243,33.6342,4.2668,4.5370,-1648.0986
28684,2175.9014,0.1912,10.9132,3.7912,1.2207,7.3243,33.6342,4.2668,4.5370,-1648.0986
28685,1994.7249,0.2137,8.6837,3.9148,0.8131,6.5241,22.0200,4.6405,4.2731,-2279.2751
28686,1994.7249,0.2137,8.6837,3.9148,0.8131,6.5241,22.0200,4.6405,4.2731,-2279.2751
28687,16300.5447,0.3149,8.6329,2.9332,0.7344,11.2139,33.1088,4.9097,4.4005,10002.5447
28688,16300.5447,0.3149,8.6329,2.9332,0.7344,11.2139,33.1088,4.9097,4.4005,10002.5447
28689,1297.5008,0.2967,8.2608,3.1329,0.8111,6.1201,30.1120,4.1988,4.0265,-4636.4992
28690,1297.5008,0.2967,8.2608,3.1329,0.8111,6.1201,30.1120,4.1988,4.0265,-4636.4992
28691,17569.4836,0.2145,8.6329,3.9144,0.7222,11.3611,33.1039,4.9145,4.3956,13279.4836
28692,17569.4836,0.2145,8.6329,3.9144,0.7222,11.3611,33.1039,4.9145,4.3956,13279.4836
28693,7371.2269,0.1988,9.6884,3.9139,0.7975,9.7363,31.2614,4.0458,4.7046,3395.2269
28694,7371.2269,0.1988,9.6884,3.9139,0.7975,9.7363,31.2614,4.0458,4.7046,3395.2269
28695,15747.4472,0.2281,8.6007,3.7445,1.3789,11.2331,33.3944,4.9145,4.3956,11185.4472
